# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RIF	PF3D7_0901100	PF3D7_0901100.1	protein_coding	1	31	84	1844	1259	0	12	84	0	0	0	0	1	0	1	0	0	30	574
RIF	PF3D7_0901300	PF3D7_0901300.1	protein_coding	6	126	290	2060	1467	0	8	290	0	0	0	0	5	0	6	0	1	123	587
RIF	PF3D7_0901400	PF3D7_0901400.1	protein_coding	8	112	260	2590	1242	0	54	260	0	0	0	3	10	0	5	0	0	108	1301
RIF	PF3D7_0901500	PF3D7_0901500.1	protein_coding	4	88	156	2914	1399	0	21	156	0	0	0	2	2	0	2	0	0	88	1496
RIF	PF3D7_0937300	PF3D7_0937300.1	protein_coding	4	90	191	719	559	0	17	191	0	0	0	0	2	0	4	0	0	90	143
RIF	PF3D7_0937400	PF3D7_0937400.1	protein_coding	3	31	196	1119	475	0	6	196	0	0	0	0	2	0	3	0	0	30	639
RIF	PF3D7_0937500	PF3D7_0937500.1	protein_coding	1	85	243	1546	535	0	13	243	0	0	0	0	4	0	1	0	0	81	1002
RIF	PF3D7_0937700	PF3D7_0937700.1	protein_coding	5	134	243	985	767	0	9	243	0	0	0	0	3	0	5	0	0	132	211
RIF	PF3D7_1000200	PF3D7_1000200.1	protein_coding	11	133	253	1832	852	0	14	253	0	0	0	0	3	0	11	0	0	132	967
RIF	PF3D7_1000300	PF3D7_1000300.1	protein_coding	9	128	358	1911	694	0	28	358	0	0	0	0	7	0	9	0	0	123	1194
RIF	PF3D7_1000400	PF3D7_1000400.1	protein_coding	4	130	269	2376	998	0	27	269	0	0	0	0	3	0	4	0	1	127	1353
RIF	PF3D7_1000500	PF3D7_1000500.1	protein_coding	2	129	250	2243	1213	0	45	250	0	0	0	0	4	0	2	0	1	125	988
RIF	PF3D7_1000600	PF3D7_1000600.1	protein_coding	8	52	200	1930	1364	0	9	200	0	0	0	0	2	0	7	1	0	51	558
RIF	PF3D7_1040000	PF3D7_1040000.1	protein_coding	4	58	124	849	825	0	9	124	0	0	0	0	0	0	4	0	0	58	15
RIF	PF3D7_1040100	PF3D7_1040100.1	protein_coding	5	101	209	1412	1154	0	13	209	0	0	0	0	4	0	5	0	0	100	246
RIF	PF3D7_1040300	PF3D7_1040300.1	protein_coding	6	124	246	2714	1522	0	70	246	0	0	0	1	6	0	5	0	0	121	1126
RIF	PF3D7_1040400	PF3D7_1040400.1	protein_coding	2	104	298	2515	1015	0	90	298	0	0	0	0	9	0	2	0	0	98	1416
RIF	PF3D7_1040500	PF3D7_1040500.1	protein_coding	7	124	268	2472	1023	0	28	268	0	0	0	0	3	0	7	0	1	121	1423
RIF	PF3D7_1040600	PF3D7_1040600.1	protein_coding	6	55	114	2132	1151	0	12	114	0	0	1	0	2	0	5	0	2	53	970
RIF	PF3D7_1040700	PF3D7_1040700.1	protein_coding	5	99	234	2608	1636	0	4	234	0	0	0	0	1	0	5	0	1	98	968
RIF	PF3D7_1040800	PF3D7_1040800.1	protein_coding	6	75	224	3019	1781	0	57	224	0	0	0	0	8	0	4	2	1	72	1183
RIF	PF3D7_1040900	PF3D7_1040900.1	protein_coding	4	86	211	2890	1310	0	13	211	0	0	0	0	2	0	4	0	0	85	1568
RIF	PF3D7_1041000	PF3D7_1041000.1	protein_coding	6	124	301	2409	703	0	66	301	0	0	0	0	10	0	6	0	0	118	1646
RIF	PF3D7_1041100	PF3D7_1041100.1	protein_coding	4	103	286	1821	547	0	36	286	0	0	0	0	4	0	4	0	0	99	1242
RIF	PF3D7_1041200	PF3D7_1041200.1	protein_coding	1	95	228	1617	939	0	7	228	0	0	0	0	2	0	1	0	0	93	673
RIF	PF3D7_1100300	PF3D7_1100300.1	protein_coding	0	82	147	2053	952	0	8	147	0	0	0	0	1	0	0	0	0	81	1094
RIF	PF3D7_1100400	PF3D7_1100400.1	protein_coding	2	70	208	1964	856	0	11	208	0	0	0	0	0	0	2	0	0	70	1097
RIF	PF3D7_1100500	PF3D7_1100500.1	protein_coding	4	35	104	1912	820	0	58	104	0	0	0	0	10	1	3	0	0	29	1040
RIF	PF3D7_1101100	PF3D7_1101100.1	protein_coding	5	129	261	854	274	0	9	261	0	0	0	0	1	0	5	0	1	128	571
RIF	PF3D7_1101200	PF3D7_1101200.1	protein_coding	3	37	134	1744	653	0	12	134	0	0	0	0	6	0	3	0	0	33	1083
RIF	PF3D7_1101300	PF3D7_1101300.1	protein_coding	4	91	210	1429	656	0	25	210	0	0	0	1	5	0	3	0	1	88	751
RIF	PF3D7_1149800	PF3D7_1149800.1	protein_coding	1	69	170	2148	1430	0	4	170	0	0	0	0	0	0	1	0	0	69	714
RIF	PF3D7_1150000	PF3D7_1150000.1	protein_coding	4	90	131	2259	728	0	49	131	0	0	0	1	11	0	3	0	1	83	1489
RIF	PF3D7_1150200	PF3D7_1150200.1	protein_coding	6	104	166	1368	690	0	53	166	0	0	0	1	4	0	5	0	0	101	629
RIF	PF3D7_1150300	PF3D7_1150300.1	protein_coding	2	77	138	1914	807	0	10	138	0	0	0	0	0	0	2	0	0	77	1097
RIF	PF3D7_1200200	PF3D7_1200200.1	protein_coding	4	121	283	1523	817	0	9	283	0	0	0	0	4	0	4	0	1	119	698
RIF	PF3D7_1200300	PF3D7_1200300.1	protein_coding	7	68	226	2029	606	0	15	226	0	0	0	0	6	0	7	0	0	66	1410
RIF	PF3D7_1200500	PF3D7_1200500.1	protein_coding	5	135	224	1690	932	0	15	224	0	0	0	0	3	0	5	0	0	134	744
RIF	PF3D7_1253700	PF3D7_1253700.1	protein_coding	4	1	19	181	72	0	1	19	0	0	0	0	0	1	3	0	0	1	108
RIF	PF3D7_1254000	PF3D7_1254000.1	protein_coding	5	81	216	1642	1369	0	10	216	0	0	0	0	7	0	5	0	0	78	266
RIF	PF3D7_1254200	PF3D7_1254200.1	protein_coding	8	104	207	2749	1411	0	15	207	0	0	0	0	2	0	8	0	0	103	1324
RIF	PF3D7_1254400	PF3D7_1254400.1	protein_coding	3	140	275	2782	1505	0	55	275	0	0	0	0	5	0	3	0	1	137	1224
RIF	PF3D7_1254500	PF3D7_1254500.1	protein_coding	8	107	196	2800	1109	0	65	196	0	0	0	0	12	0	5	3	0	101	1632
RIF	PF3D7_1254700	PF3D7_1254700.1	protein_coding	4	105	228	2101	1066	0	16	228	0	0	0	0	3	0	4	0	0	103	1021
RIF	PF3D7_1254800	PF3D7_1254800.1	protein_coding	1	96	183	1848	1132	0	16	183	0	0	0	0	8	0	1	0	0	90	706
RIF	PF3D7_1255000	PF3D7_1255000.1	protein_coding	8	103	306	1275	562	0	18	306	0	0	0	0	5	0	8	0	1	101	696
RIF	PF3D7_1255100	PF3D7_1255100.1	protein_coding	5	132	238	1625	850	0	10	238	0	0	0	0	5	0	4	1	0	131	766
RIF	PF3D7_1300200	PF3D7_1300200.1	protein_coding	4	117	233	1829	839	0	15	233	0	0	0	0	3	0	4	0	1	115	976
RIF	PF3D7_1300400	PF3D7_1300400.1	protein_coding	1	99	188	2326	1218	0	4	188	0	0	0	0	1	0	1	0	1	98	1104
RIF	PF3D7_1300500	PF3D7_1300500.1	protein_coding	4	103	222	2169	969	0	97	222	0	0	0	0	10	0	4	0	0	99	1107
RIF	PF3D7_1300600	PF3D7_1300600.1	protein_coding	9	98	266	2375	1155	0	16	266	0	0	0	0	4	0	9	0	0	96	1206
RIF	PF3D7_1300700	PF3D7_1300700.1	protein_coding	8	150	289	1885	1003	0	30	289	0	0	0	0	7	0	8	0	0	145	857
RIF	PF3D7_1372600	PF3D7_1372600.1	protein_coding	2	41	98	1341	1143	0	16	98	0	0	0	0	1	0	1	1	0	41	182
RIF	PF3D7_1372700	PF3D7_1372700.1	protein_coding	3	148	281	1495	914	0	48	281	0	0	0	0	5	0	3	0	0	146	535
RIF	PF3D7_1373000	PF3D7_1373000.1	protein_coding	2	83	144	1429	1023	0	3	144	0	0	0	0	0	0	2	0	0	83	403
RIF	PF3D7_1373100	PF3D7_1373100.1	protein_coding	4	143	238	1374	548	0	87	238	0	0	0	0	8	0	4	0	0	138	744
RIF	PF3D7_1373300	PF3D7_1373300.1	protein_coding	6	47	185	1459	643	0	15	185	0	0	0	0	6	0	6	0	1	44	803
RIF	PF3D7_1373400	PF3D7_1373400.1	protein_coding	7	138	282	1682	1003	0	19	282	0	0	0	0	3	0	7	0	0	137	661
RIF	PF3D7_1400200	PF3D7_1400200.1	protein_coding	3	129	270	1589	844	0	34	270	0	0	0	0	6	0	3	0	1	125	714
RIF	PF3D7_1400300	PF3D7_1400300.1	protein_coding	4	97	301	1672	751	0	12	301	0	0	0	0	5	0	4	0	0	96	910
RIF	PF3D7_1400400	PF3D7_1400400.1	protein_coding	0	104	173	2240	660	0	34	173	0	0	0	0	4	0	0	0	0	101	1549
RIF	PF3D7_1400500	PF3D7_1400500.1	protein_coding	3	105	244	2356	1072	0	7	244	0	0	0	0	5	0	3	0	0	103	1279
RIF	PF3D7_1400600	PF3D7_1400600.1	protein_coding	2	94	160	2959	1526	0	4	160	0	0	0	0	2	0	0	2	0	94	1429
RIF	PF3D7_1400800	PF3D7_1400800.1	protein_coding	7	123	293	1951	1494	0	17	293	0	0	0	0	5	0	7	0	0	121	442
RIF	PF3D7_1479400	PF3D7_1479400.1	protein_coding	6	50	240	948	898	0	10	240	0	0	0	0	3	0	6	0	0	49	41
RIF	PF3D7_1479600	PF3D7_1479600.1	protein_coding	5	89	253	1763	778	0	56	253	0	0	0	0	2	0	5	0	0	88	930
RIF	PF3D7_1479700	PF3D7_1479700.1	protein_coding	7	137	257	2144	1262	0	11	257	0	0	0	0	3	0	7	0	0	136	872
RIF	PF3D7_1479800	PF3D7_1479800.1	protein_coding	10	95	299	1975	1145	0	22	299	0	0	0	0	7	0	10	0	0	92	811
RIF	PF3D7_1480000	PF3D7_1480000.1	protein_coding	7	134	210	1688	685	0	7	210	0	0	0	0	3	0	7	0	1	132	997
RIFA	PF3D7_API02900	PF3D7_API02900.1	protein_coding	0	54	26	465	227	0	0	26	0	0	0	0	0	0	0	0	0	54	238
RIO1	PF3D7_1230900	PF3D7_1230900.1	protein_coding	0	23	24	124	46	0	0	24	0	0	0	0	0	0	0	0	0	23	78
RIO2	PF3D7_0420100	PF3D7_0420100.1	protein_coding	0	9	7	145	75	0	0	7	0	0	0	0	0	0	0	0	0	9	70
RIPR	PF3D7_0323400	PF3D7_0323400.1	protein_coding	0	2	15	121	72	0	0	15	0	0	0	0	0	0	0	0	0	2	49
RKIP	PF3D7_1219700	PF3D7_1219700.1	protein_coding	0	3	2	87	39	0	0	2	0	0	0	0	0	0	0	0	0	3	48
RLP1	PF3D7_0201600	PF3D7_0201600.1	protein_coding	1	9	53	93	59	0	0	53	0	0	0	0	0	0	1	0	0	9	34
RNA1	malmito_rna_1	malmito_rna_1:rRNA	rRNA	0	0	0	284	20	0	0	0	2	0	0	0	0	0	0	0	0	0	262
RNA10	malmito_rna_10	malmito_rna_10:rRNA	rRNA	0	0	0	285	22	0	0	0	4	0	0	0	0	0	0	0	0	0	259
RNA11	malmito_rna_RNA11	malmito_rna_RNA11:rRNA	rRNA	0	0	0	277	259	0	0	0	5	0	0	0	0	0	0	0	0	0	13
RNA12	malmito_rna_RNA12	malmito_rna_RNA12:rRNA	rRNA	0	1	0	290	27	0	0	0	7	0	0	0	1	0	0	0	0	0	257
RNA13	mal_rna_13	mal_rna_13:rRNA	rRNA	0	1	0	290	266	0	0	0	1	0	0	0	1	0	0	0	0	0	24
RNA14	malmito_rna_RNA14	malmito_rna_RNA14:rRNA	rRNA	0	0	0	271	262	0	0	0	1	0	0	0	0	0	0	0	0	0	8
RNA15	malmito_rna_15	malmito_rna_15:rRNA	rRNA	0	0	0	285	22	0	0	0	0	0	0	0	0	0	0	0	0	0	263
RNA16	malmito_rna_16	malmito_rna_16:rRNA	rRNA	0	1	0	266	266	0	0	0	1	0	0	0	1	0	0	0	0	0	0
RNA17	malmito_rna_17	malmito_rna_17:rRNA	rRNA	0	0	0	269	265	0	0	0	2	0	0	0	0	0	0	0	0	0	2
RNA18	malmito_rna_RNA18	malmito_rna_RNA18:rRNA	rRNA	0	0	0	291	26	0	0	0	0	0	0	0	0	0	0	0	0	0	265
RNA19	mal_mito_RNA19	mal_mito_RNA19:rRNA	rRNA	0	0	0	270	262	0	0	0	0	0	0	0	0	0	0	0	0	0	8
RNA2	mal_rna_9	mal_rna_9:rRNA	rRNA	0	1	0	290	188	0	0	0	3	0	0	0	1	0	0	0	0	0	100
RNA20	malmito_rna_20	malmito_rna_20:rRNA	rRNA	0	0	0	267	265	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RNA21	malmito_rna_21	malmito_rna_21:rRNA	rRNA	0	0	0	291	184	0	0	0	0	0	0	0	0	0	0	0	0	0	107
RNA22	malmito_rna_RNA22	malmito_rna_RNA22:rRNA	rRNA	0	1	0	276	264	0	0	0	2	0	0	0	1	0	0	0	0	0	11
RNA23t	malmito_rna_23	malmito_rna_23.1	rRNA	0	0	0	271	264	0	0	0	2	0	0	0	0	0	0	0	0	0	5
RNA24t	malmito_rna_24	malmito_rna_24.1	rRNA	0	1	0	272	8	0	0	0	3	0	0	0	1	0	0	0	0	0	262
RNA25t	malmito_rna_25	malmito_rna_25.1	rRNA	0	0	0	273	11	0	0	0	3	0	0	0	0	0	0	0	0	0	259
RNA26t	malmito_rna_26	malmito_rna_26.1	rRNA	0	0	0	291	184	0	0	0	4	0	0	0	0	0	0	0	0	0	103
RNA27t	malmito_rna_27	malmito_rna_27.1	rRNA	0	0	0	291	206	0	0	0	2	0	0	0	0	0	0	0	0	0	83
RNA3	mal_rna_10	mal_rna_10:rRNA	rRNA	0	0	0	291	180	0	0	0	4	0	0	0	0	0	0	0	0	0	107
RNA4	malmito_rna_RNA4	malmito_rna_RNA4:rRNA	rRNA	0	0	0	291	38	0	0	0	0	0	0	0	0	0	0	0	0	0	253
RNA5	malmito_rna_RNA5	malmito_rna_RNA5:rRNA	rRNA	0	0	0	291	37	0	0	0	0	0	0	0	0	0	0	0	0	0	254
RNA6	malmito_rna_RNA6	malmito_rna_RNA6:rRNA	rRNA	0	0	0	291	36	0	0	0	1	0	0	0	0	0	0	0	0	0	254
RNA7	malmito_rna_RNA7	malmito_rna_RNA7:rRNA	rRNA	0	0	0	284	264	0	0	0	2	0	0	0	0	0	0	0	0	0	18
RNA8	mal_rna_19	mal_rna_19:rRNA	rRNA	0	0	0	249	247	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RNA9	malmito_rna_9	malmito_rna_9:rRNA	rRNA	0	0	0	268	266	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNAPI	PF3D7_0509400	PF3D7_0509400.1	protein_coding	1	56	40	141	69	0	15	40	0	0	0	0	0	0	1	0	0	56	57
RNF5	PF3D7_0627300	PF3D7_0627300.1	protein_coding	0	1	5	101	54	0	0	5	0	0	0	0	0	0	0	0	0	1	47
RNR	PF3D7_1405600	PF3D7_1405600.1	protein_coding	0	3	2	110	63	0	0	2	0	0	0	0	0	0	0	0	0	3	47
RNaseII	PF3D7_0906000	PF3D7_0906000.1	protein_coding	0	24	41	241	176	0	0	41	0	0	0	0	0	0	0	0	0	24	65
ROM1	PF3D7_1114100	PF3D7_1114100.1	protein_coding	0	2	1	160	47	0	3	1	0	0	0	0	1	0	0	0	0	2	110
ROM1	PF3D7_1114100	PF3D7_1114100.2	protein_coding	0	3	0	160	47	0	4	0	0	0	0	0	1	0	0	0	0	2	110
ROM10	PF3D7_0618600	PF3D7_0618600.1	protein_coding	0	5	2	153	65	0	17	2	0	0	0	0	2	0	0	0	0	3	73
ROM3	PF3D7_0828000	PF3D7_0828000.1	protein_coding	0	2	3	160	55	0	1	3	0	0	0	0	0	0	0	0	0	2	104
ROM4	PF3D7_0506900	PF3D7_0506900.1	protein_coding	1	26	28	182	65	0	0	28	0	0	0	0	0	0	1	0	0	26	117
ROM6	PF3D7_1345200	PF3D7_1345200.1	protein_coding	0	6	6	114	66	0	0	6	0	0	0	0	0	0	0	0	0	6	48
ROM7	PF3D7_1358300	PF3D7_1358300.1	protein_coding	0	4	2	107	52	0	0	2	0	0	0	0	0	0	0	0	0	4	55
ROM8	PF3D7_1411200	PF3D7_1411200.1	protein_coding	0	17	3	96	40	0	8	3	0	0	0	0	0	0	0	0	0	17	48
ROM9	PF3D7_0515100	PF3D7_0515100.1	protein_coding	0	2	10	221	138	0	4	10	0	0	0	0	0	0	0	0	0	2	79
ROMO1	PF3D7_1353700	PF3D7_1353700.1	protein_coding	0	6	3	118	62	0	0	3	0	0	0	0	0	0	0	0	0	6	56
RON12	PF3D7_1017100	PF3D7_1017100.1	protein_coding	0	2	2	213	163	0	0	2	0	0	0	0	0	0	0	0	0	2	50
RON2	PF3D7_1452000	PF3D7_1452000.1	protein_coding	0	49	74	122	78	0	0	74	0	0	0	0	0	0	0	0	0	49	44
RON3	PF3D7_1252100	PF3D7_1252100.1	protein_coding	0	19	31	116	70	0	28	31	0	0	0	0	2	0	0	0	0	17	20
RON4	PF3D7_1116000	PF3D7_1116000.1	protein_coding	0	21	36	123	58	0	9	36	0	0	0	0	1	0	0	0	0	20	57
RON5	PF3D7_0817700	PF3D7_0817700.1	protein_coding	3	11	14	210	54	0	110	14	0	0	0	3	5	0	0	0	0	8	52
RON6	PF3D7_0214900	PF3D7_0214900.1	protein_coding	0	16	26	127	61	0	30	26	0	0	0	0	3	0	0	0	0	14	38
ROP14	PF3D7_0613300	PF3D7_0613300.1	protein_coding	1	6	29	115	59	0	5	29	0	0	0	1	2	0	0	0	0	5	53
ROPE	PF3D7_0203000	PF3D7_0203000.1	protein_coding	0	23	36	104	47	0	0	36	0	0	0	0	0	0	0	0	0	23	57
RPA1	PF3D7_0409600	PF3D7_0409600.1	protein_coding	0	5	8	106	51	0	0	8	0	0	0	0	0	0	0	0	0	5	55
RPA1	PF3D7_0904800	PF3D7_0904800.1	protein_coding	0	26	7	180	95	0	8	7	0	0	0	0	0	0	0	0	0	26	77
RPA2	PF3D7_1134700	PF3D7_1134700.1	protein_coding	0	17	11	121	59	0	3	11	0	0	0	0	0	0	0	0	0	17	59
RPA3	PF3D7_1442100	PF3D7_1442100.1	protein_coding	0	1	1	137	68	0	4	1	0	0	0	0	0	0	0	0	0	1	65
RPB1	PF3D7_0318200	PF3D7_0318200.1	protein_coding	0	168	46	147	72	0	0	46	0	0	0	0	0	0	0	0	0	168	75
RPB2	PF3D7_0215700	PF3D7_0215700.1	protein_coding	0	71	15	183	122	0	0	15	0	0	0	0	0	0	0	0	0	71	61
RPB3	PF3D7_0923000	PF3D7_0923000.1	protein_coding	0	0	2	84	51	0	0	2	0	0	0	0	0	0	0	0	0	0	33
RPB4	PF3D7_1404000	PF3D7_1404000.1	protein_coding	0	4	0	134	66	0	2	0	0	0	0	0	0	0	0	0	0	4	66
RPF1	PF3D7_0921800	PF3D7_0921800.1	protein_coding	0	3	5	158	60	0	3	5	0	0	0	0	0	0	0	0	0	3	95
RPL1	PF3D7_0710900	PF3D7_0710900.1	protein_coding	0	2	4	173	85	0	0	4	0	0	0	0	0	0	0	0	0	2	88
RPL1	PF3D7_1210000	PF3D7_1210000.1	protein_coding	0	3	3	106	65	0	4	3	0	0	0	0	0	0	0	0	0	3	37
RPL12	PF3D7_API01500	PF3D7_API01500.1	protein_coding	1	27	33	339	245	0	0	33	0	0	0	0	0	0	1	0	0	27	94
RPL14	PF3D7_API02000	PF3D7_API02000.1	protein_coding	2	15	16	461	254	0	0	16	0	0	0	0	1	1	1	0	1	14	207
RPL16	PF3D7_API01800	PF3D7_API01800.1	protein_coding	0	1	1	480	281	0	0	1	0	0	0	0	0	0	0	0	0	1	199
RPL17	PF3D7_0522500	PF3D7_0522500.1	protein_coding	0	3	1	134	73	0	0	1	0	0	0	0	0	0	0	0	0	3	61
RPL19	PF3D7_0614500	PF3D7_0614500.1	protein_coding	0	10	2	92	44	0	6	2	0	0	0	0	0	0	0	0	0	10	42
RPL2	PF3D7_0516900	PF3D7_0516900.1	protein_coding	2	23	3	113	49	0	5	3	0	0	0	2	1	0	0	0	0	22	62
RPL21	PF3D7_1426000	PF3D7_1426000.1	protein_coding	0	2	0	104	65	0	0	0	0	0	0	0	0	0	0	0	0	2	39
RPL23	PF3D7_1323400	PF3D7_1323400.1	protein_coding	0	3	2	126	64	0	18	2	0	0	0	0	2	0	0	0	0	1	46
RPL23	PF3D7_API01400	PF3D7_API01400.1	protein_coding	0	0	1	342	249	0	0	1	0	0	0	0	0	0	0	0	0	0	93
RPL27	PF3D7_1460700	PF3D7_1460700.1	protein_coding	0	0	1	163	111	0	5	1	0	0	0	0	0	0	0	0	0	0	47
RPL28	PF3D7_1142500	PF3D7_1142500.1	protein_coding	0	1	3	142	57	0	12	3	0	0	0	0	0	0	0	0	0	1	73
RPL3	PF3D7_1027800	PF3D7_1027800.1	protein_coding	0	8	1	131	81	0	0	1	0	0	0	0	0	0	0	0	0	8	50
RPL31	PF3D7_0503800	PF3D7_0503800.1	protein_coding	0	2	1	156	104	0	9	1	0	0	0	0	0	0	0	0	0	2	43
RPL32	PF3D7_0903900	PF3D7_0903900.1	protein_coding	0	6	1	118	64	0	2	1	0	0	0	0	0	0	0	0	0	6	52
RPL34	PF3D7_0710600	PF3D7_0710600.1	protein_coding	0	1	1	136	59	0	5	1	0	0	0	0	0	0	0	0	0	1	72
RPL36	PF3D7_1109900	PF3D7_1109900.1	protein_coding	0	3	1	103	55	0	5	1	0	0	0	0	0	0	0	0	0	3	43
RPL36	PF3D7_API02500	PF3D7_API02500.1	protein_coding	0	5	0	479	261	0	0	0	0	0	0	0	1	0	0	0	1	4	218
RPL37	PF3D7_0706400	PF3D7_0706400.1	protein_coding	0	0	0	131	66	0	0	0	0	0	0	0	0	0	0	0	0	0	65
RPL38	PF3D7_1130100	PF3D7_1130100.1	protein_coding	0	0	0	121	55	0	0	0	0	0	0	0	0	0	0	0	0	0	66
RPL39	PF3D7_0611700	PF3D7_0611700.1	protein_coding	0	0	0	90	48	0	4	0	0	0	0	0	0	0	0	0	0	0	38
RPL4	PF3D7_0507100	PF3D7_0507100.1	protein_coding	2	57	16	145	64	0	0	16	0	0	0	0	1	0	1	1	0	57	81
RPL4	PF3D7_API01300	PF3D7_API01300.1	protein_coding	0	4	7	308	226	0	0	7	0	0	0	0	0	0	0	0	0	4	82
RPL41	PF3D7_1144300	PF3D7_1144300.1	protein_coding	0	1	0	140	52	0	7	0	0	0	0	0	1	0	0	0	0	0	82
RPL44	PF3D7_0304400	PF3D7_0304400.1	protein_coding	0	1	1	114	78	0	4	1	0	0	0	0	0	0	0	0	0	1	32
RPL6	PF3D7_API02200	PF3D7_API02200.1	protein_coding	0	4	5	516	293	0	0	5	0	0	0	0	0	0	0	0	0	4	223
RPN1	PF3D7_0205900	PF3D7_0205900.1	protein_coding	0	84	23	134	92	0	9	23	0	0	0	0	2	0	0	0	0	83	34
RPN10	PF3D7_0807800	PF3D7_0807800.1	protein_coding	1	6	3	146	81	0	6	3	0	0	0	0	0	0	1	0	0	6	59
RPN11	PF3D7_1368100	PF3D7_1368100.1	protein_coding	0	21	2	167	50	0	9	2	0	0	0	0	1	0	0	0	0	20	109
RPN12	PF3D7_0312300	PF3D7_0312300.1	protein_coding	0	2	1	129	86	0	0	1	0	0	0	0	0	0	0	0	0	2	43
RPN13	PF3D7_1414000	PF3D7_1414000.1	protein_coding	0	6	0	145	55	0	20	0	0	0	0	0	3	0	0	0	0	4	72
RPN2	PF3D7_1466300	PF3D7_1466300.1	protein_coding	0	20	9	122	58	0	4	9	0	0	0	0	0	0	0	0	0	20	60
RPN3	PF3D7_1338100	PF3D7_1338100.1	protein_coding	0	3	3	143	56	0	3	3	0	0	0	0	0	0	0	0	0	3	84
RPN5	PF3D7_1017900	PF3D7_1017900.1	protein_coding	0	3	5	100	52	0	2	5	0	0	0	0	0	0	0	0	0	3	46
RPN6	PF3D7_1402300	PF3D7_1402300.1	protein_coding	0	58	19	139	91	0	0	19	0	0	0	0	0	0	0	0	0	58	48
RPN7	PF3D7_1129200	PF3D7_1129200.1	protein_coding	0	1	2	100	37	0	10	2	0	0	0	0	0	0	0	0	0	1	53
RPN8	PF3D7_0912900	PF3D7_0912900.1	protein_coding	0	1	3	135	57	0	8	3	0	0	0	0	0	0	0	0	0	1	70
RPN9	PF3D7_1030500	PF3D7_1030500.1	protein_coding	0	8	5	134	88	0	0	5	0	0	0	0	0	0	0	0	0	8	46
RPOB	PF3D7_API04400	PF3D7_API04400.1	protein_coding	0	106	116	350	209	0	0	116	0	0	0	0	0	0	0	0	0	106	141
RPOC	PF3D7_API04300	PF3D7_API04300.1	protein_coding	0	51	44	566	219	0	0	44	0	0	0	0	0	0	0	0	0	51	347
RPOD	PF3D7_API04200	PF3D7_API04200.1	protein_coding	1	53	52	565	235	0	0	52	0	0	0	0	0	0	1	0	0	53	330
RPP1	PF3D7_0621500	PF3D7_0621500.1	protein_coding	0	0	6	138	66	0	0	6	0	0	0	0	0	0	0	0	0	0	72
RPP1	PF3D7_1103100	PF3D7_1103100.1	protein_coding	0	1	1	103	52	0	3	1	0	0	0	0	0	0	0	0	0	1	48
RPR2	PF3D7_1327200	PF3D7_1327200.1	protein_coding	0	1	7	80	38	0	0	7	0	0	0	0	0	0	0	0	0	1	42
RPS11	PF3D7_0317600	PF3D7_0317600.1	protein_coding	0	1	1	124	44	0	7	1	0	0	0	0	0	0	0	0	0	1	73
RPS11	PF3D7_API02600	PF3D7_API02600.1	protein_coding	1	13	15	493	272	0	0	15	0	0	0	0	0	1	0	0	0	13	221
RPS12	PF3D7_API02700	PF3D7_API02700.1	protein_coding	1	26	9	502	259	0	0	9	0	0	0	0	1	0	1	0	1	25	243
RPS15	PF3D7_1358800	PF3D7_1358800.1	protein_coding	0	0	0	97	59	0	0	0	0	0	0	0	0	0	0	0	0	0	38
RPS19	PF3D7_0422400	PF3D7_0422400.1	protein_coding	0	26	4	123	52	0	3	4	0	0	0	0	0	0	0	0	0	26	68
RPS19	PF3D7_1317800	PF3D7_1317800.1	protein_coding	0	1	1	118	52	0	10	1	0	0	0	0	1	0	0	0	0	0	57
RPS19	PF3D7_API01600	PF3D7_API01600.1	protein_coding	0	4	14	384	226	0	0	14	0	0	0	0	0	0	0	0	0	4	158
RPS2	PF3D7_1026800	PF3D7_1026800.1	protein_coding	0	5	1	115	49	0	9	1	0	0	0	0	1	0	0	0	0	4	58
RPS2	PF3D7_API04100	PF3D7_API04100.1	protein_coding	1	12	18	490	257	0	0	18	0	0	0	0	0	0	1	0	0	12	233
RPS21	PF3D7_1144000	PF3D7_1144000.1	protein_coding	0	1	1	166	61	0	3	1	0	0	0	0	0	0	0	0	0	1	102
RPS24	PF3D7_0519400	PF3D7_0519400.1	protein_coding	0	12	3	143	60	0	12	3	0	0	0	0	0	0	0	0	0	12	71
RPS25	PF3D7_1421200	PF3D7_1421200.1	protein_coding	0	4	1	158	90	0	7	1	0	0	0	0	0	0	0	0	0	4	61
RPS26	PF3D7_0217800	PF3D7_0217800.1	protein_coding	0	7	1	144	88	0	0	1	0	0	0	0	0	0	0	0	0	7	56
